,target,ids,date,flag,user,text
918514,1,1753665803,Sun May 10 02:47:51 PDT 2009,NO_QUERY,simchabe,@israeliwine They should add Dunkin Donuts to their menu too. 
855415,1,1573564708,Tue Apr 21 01:46:31 PDT 2009,NO_QUERY,cottonsandy,nitchola is going back to his mom today which means im all alone again here. we're gonna have breakfast in the nature reserve first tho 
934119,1,1792328464,Wed May 13 22:49:12 PDT 2009,NO_QUERY,mauriceevans,Doug just offered me $500 if I name the kid Doug. I know someone else can do better than that.  
869843,1,1678219467,Sat May 02 05:57:53 PDT 2009,NO_QUERY,leighstutes,@thenicks5 hang in there girlie  we are here for you k??
1006494,1,1880616289,Fri May 22 01:52:51 PDT 2009,NO_QUERY,emmavescence,@calixae We're listening to the Top Gun soundtrack  80'stastic.
874554,1,1680093180,Sat May 02 10:53:14 PDT 2009,NO_QUERY,magicmittens,@kato66 PJ Stock + Kelly Hrudey &gt;&gt; Mike Milbury + Pierre McGuire. No contest. CBC is yummier for once 
878592,1,1685263420,Sat May 02 23:40:18 PDT 2009,NO_QUERY,SilkCharm,"@ando67 two tweets in one year and only following me is nutso, dear "
816851,1,1551584076,Sat Apr 18 09:26:32 PDT 2009,NO_QUERY,ToksieOlu,@theDebbyRyan Probably &quot;Can't have you&quot; or &quot;When you look me in the eyes&quot; both songs are beautiful 
875578,1,1680777865,Sat May 02 12:28:25 PDT 2009,NO_QUERY,Tiffanypjafan,TALKINGTO MY GIRL @ALLIEEPJAFAN  ON MSN LOL &lt;3 
1047829,1,1958084947,Fri May 29 02:36:33 PDT 2009,NO_QUERY,Joelle112,Good night everyone. 
960026,1,1826244533,Sun May 17 08:02:38 PDT 2009,NO_QUERY,mcduffchannel,@Colski haha thats insane! good work  did you have to open the video and confirm with yourself though? :p
924587,1,1755031381,Sun May 10 08:04:18 PDT 2009,NO_QUERY,ChreeesDunn,@alexthemagix yeah we were hehe  Awww asif you are! Were on our way back now lol
859242,1,1676000927,Fri May 01 20:50:42 PDT 2009,NO_QUERY,nikkiandrew,we are setting up our twitter and watching funny videos on youtube! 
914561,1,1752896783,Sat May 09 23:21:53 PDT 2009,NO_QUERY,paeguay,that's enough! I'll do nothing for 2 hours. 
905327,1,1695056664,Mon May 04 05:03:50 PDT 2009,NO_QUERY,koenpunt,"Just noticed the new sidebar on twitter.com, looks nice "
1030816,1,1932980527,Tue May 26 22:41:16 PDT 2009,NO_QUERY,GlennSON,Naps the whole day? arrgh but I did wake up to see the Magics Woop On some LBJ ass! whaaaat? Lakers and Magics in the Finals! 
1013836,1,1881362054,Fri May 22 04:26:21 PDT 2009,NO_QUERY,darenBBC,@billt I loved your &quot;oceans of consciousness&quot; line at #media140 BTW  v cool
875016,1,1680274105,Sat May 02 11:18:13 PDT 2009,NO_QUERY,parje,"@wilw I eating my doritos when I read that mucous house comment...gross...but, still funny "
826607,1,1556705834,Sat Apr 18 23:58:00 PDT 2009,NO_QUERY,trish1972,"for the most part, had a nice evening  "
1008808,1,1880839101,Fri May 22 02:41:17 PDT 2009,NO_QUERY,tpphotography,@lisabeaney congratulations - lisa - they are one lucky couple 
845279,1,1564201254,Mon Apr 20 02:17:42 PDT 2009,NO_QUERY,far1983,@rmilana that guy is so cute... no way i am gonna get it from him... let him enjoy it 
1048078,1,1958113213,Fri May 29 02:42:19 PDT 2009,NO_QUERY,hestia_berna,@seanwyngaard do some work client service... 
921976,1,1754308399,Sun May 10 05:48:38 PDT 2009,NO_QUERY,xarous,"@mrsehl I know I will if it ever gets that bad, usually the walk home isn't so bad...but all is well. PS Happy Mother's Day. "
1020320,1,1882356656,Fri May 22 06:43:28 PDT 2009,NO_QUERY,krisaloma,@ricoexplainsit Do you expect her to engrave a trophy for telling her that? 
947243,1,1822977020,Sat May 16 20:49:40 PDT 2009,NO_QUERY,JoHnCeE23,just about to eat lunch... bon appetite! 
836391,1,1558451896,Sun Apr 19 08:25:08 PDT 2009,NO_QUERY,jcazevedo,@tcouto try it with @oprah itself  #herebeforeoprah
989525,1,1834885442,Mon May 18 04:30:46 PDT 2009,NO_QUERY,mockingbird_,ich glaube Execution von den Pink Mountaintops ist ein tolles Lied 
910225,1,1751503622,Sat May 09 19:36:13 PDT 2009,NO_QUERY,deseanstokes,@cranberryquill. welcome to Twitter!!!    Love you!!!  Can't wait to see you next month  
857930,1,1574026931,Tue Apr 21 03:57:02 PDT 2009,NO_QUERY,joyofanonymity,Bored Bored Bored...entertain me?  hehe
818755,1,1553178305,Sat Apr 18 13:34:40 PDT 2009,NO_QUERY,Nessie_C_Cullen,@Lark_vamp_ Yes it does! No more mess 
1001887,1,1880155384,Fri May 22 00:16:32 PDT 2009,NO_QUERY,caitlinmulvey,@SimpleSong OMGG THAT WASS SO SWEET! thankkk you soo much  Tommorow i will favourite it etc! thank you i appreciated that so much! &lt;3
1041196,1,1957050931,Thu May 28 23:22:52 PDT 2009,NO_QUERY,paulnoyola,   I want to write a song. I think I will.
866235,1,1677581602,Sat May 02 02:51:54 PDT 2009,NO_QUERY,gillardg,@missnormaj  I deed friend you to myspace 
1005821,1,1880550901,Fri May 22 01:38:47 PDT 2009,NO_QUERY,skittledxoxo,"@davidarchie Hey David, I made this account just so I can contact you You were awesome here in the Philippines, I hope you come back soon "
899978,1,1693955229,Mon May 04 00:27:01 PDT 2009,NO_QUERY,courtneyyy3,@tishh oh just say it. 
979284,1,1833913679,Mon May 18 00:55:13 PDT 2009,NO_QUERY,sexyundiesblog,@Manstore LOL I think you're probably right actually 
887247,1,1686931351,Sun May 03 07:15:02 PDT 2009,NO_QUERY,cunaaaaa,We won !!!!!! 
931362,1,1770808037,Mon May 11 22:18:14 PDT 2009,NO_QUERY,CDHQ,@DEEBROWNMAN  @MRKDM HEY HON  @NEVILLE IT WAS GOOD? WAS IT LIKE FATAL ATTRACTION
807159,1,1468938305,Tue Apr 07 04:29:44 PDT 2009,NO_QUERY,nmpandit,yAAAYY! it worked!  I know how to do more things now!
896974,1,1693207743,Sun May 03 21:51:49 PDT 2009,NO_QUERY,snflower99,@theblockchick omg I bet @jordanknight son Eric said &quot;daddy tink&quot; cause he is 2 and can't pronounce &quot;st&quot; 
805289,1,1468640744,Tue Apr 07 02:54:01 PDT 2009,NO_QUERY,mara_de_cuja,...CITY! 
894002,1,1692098930,Sun May 03 19:16:26 PDT 2009,NO_QUERY,eirewolf,"@Wuss912  I like to hike; Kevin, not so much.  Maybe I will join you guys sometime!  "
849306,1,1565071517,Mon Apr 20 05:48:59 PDT 2009,NO_QUERY,L8tsky,Flutter... the next Twitter... http://tinyurl.com/abogcw - 
808836,1,1469314379,Tue Apr 07 05:59:14 PDT 2009,NO_QUERY,BaltimoreAdv,"Good morning, advertising world. "
964079,1,1827494746,Sun May 17 10:49:53 PDT 2009,NO_QUERY,inuk37,At the mall with my guy then off to lunch 
1016616,1,1881727120,Fri May 22 05:24:55 PDT 2009,NO_QUERY,GRFollowFriday,@Kathrynelle thank you so much for the #followfriday : @Kathrynelle thank you so much for the #followfriday 
941411,1,1794231825,Thu May 14 05:18:36 PDT 2009,NO_QUERY,terryatjn,"off to bowl!  oh, and meteor games = awesome for fixing the apple bug on emerald acres"
856804,1,1573821341,Tue Apr 21 03:00:57 PDT 2009,NO_QUERY,ShawnAdamsx,woke up perfectly I'm not tired at all.  *dies*
940381,1,1793931530,Thu May 14 04:27:16 PDT 2009,NO_QUERY,rinkjustice,@ExtremeEzine As long as it's not that &quot;acid&quot; stuff 
834878,1,1558070250,Sun Apr 19 07:09:19 PDT 2009,NO_QUERY,mcgoink,"I'll upload pic as soon as i get it working on pc on here, u guys made my smegging year "
904711,1,1694905241,Mon May 04 04:33:23 PDT 2009,NO_QUERY,DkdKINGs,surfing twitter! 
895506,1,1692712456,Sun May 03 20:36:27 PDT 2009,NO_QUERY,oliverw,"@oliverpalmer I know, but I was in there adding links anyway...  Numbers for tonight are looking great!"
848171,1,1564755883,Mon Apr 20 04:48:47 PDT 2009,NO_QUERY,perrins,@fintan_mc Ashes to Ashes hope your iPlayer proxy is configured 
986179,1,1834543876,Mon May 18 03:20:16 PDT 2009,NO_QUERY,rosemaeee,@mongab why not? its a good movie 
987143,1,1834634192,Mon May 18 03:40:28 PDT 2009,NO_QUERY,xsophiejane,@Its_SiAN maths exam this afternoon? 
910319,1,1751539588,Sat May 09 19:41:14 PDT 2009,NO_QUERY,shirleenacho,@ metro with achan 
1036980,1,1956436697,Thu May 28 21:52:33 PDT 2009,NO_QUERY,mandyva,@LuvinMeSomeD G'night...yo.  
893233,1,1691785454,Sun May 03 18:36:17 PDT 2009,NO_QUERY,imbitesize,Thought Fiddler on the Roof was amazing 
806390,1,1468805011,Tue Apr 07 03:49:39 PDT 2009,NO_QUERY,LIKLEP,@Iamdjb hahahhahhaha SICK i am actually smiling harder than i am in my background pic safeeee 
947167,1,1822942742,Sat May 16 20:44:47 PDT 2009,NO_QUERY,Dani_Buddy,"Good day.  Scattered showers while we were home, sunshine while we were out visiting.  "
885263,1,1686466660,Sun May 03 05:33:29 PDT 2009,NO_QUERY,crystalsinger,@dorothy1985   
879780,1,1685517525,Sun May 03 00:45:00 PDT 2009,NO_QUERY,warrockNL,"OMG, new layout on www.warrock.nl  http://bit.ly/qJt5c"
919815,1,1753885345,Sun May 10 03:57:34 PDT 2009,NO_QUERY,perkierthanyou,juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting 
958302,1,1825688557,Sun May 17 06:32:20 PDT 2009,NO_QUERY,charleswbrown,@ghxststories oh! That's fine then. 
983903,1,1834333547,Mon May 18 02:32:06 PDT 2009,NO_QUERY,ThePodCompany,"Morning!  We've had 2 orders going to the USA today, unusual but very welcome   Hello American friends!"
816723,1,1551523492,Sat Apr 18 09:16:56 PDT 2009,NO_QUERY,osmed086,We can go past all the visitor junk right upto the launch pads 
827739,1,1556907150,Sun Apr 19 00:57:08 PDT 2009,NO_QUERY,sammutimer,@TerriCook oww bless ya! I just laughed yet so not funny!Could just picture you doing it though! 
973221,1,1832946558,Sun May 17 21:53:29 PDT 2009,NO_QUERY,reynaaa,http://twitpic.com/5eusd - last attempt at photography 
997851,1,1836151390,Mon May 18 07:28:16 PDT 2009,NO_QUERY,TweetaCow,@toriedwards thanks! 
834162,1,1557899716,Sun Apr 19 06:29:33 PDT 2009,NO_QUERY,Susan55,@birchwoodmotel ~Strawberry rhubarb muffins sound wonderful! So does Camden. 
1047153,1,1957740188,Fri May 29 01:27:33 PDT 2009,NO_QUERY,AnureetG,@IconWines check out http://shirazvilla.ca/ for your trip to Osoyoos 
896970,1,1693207606,Sun May 03 21:51:48 PDT 2009,NO_QUERY,xashleynoelle,Start my job tuesdayyyyy and going tanning tommorow with my best 
1033646,1,1955835742,Thu May 28 20:42:21 PDT 2009,NO_QUERY,misstrish1976,@mrosenbaum711 Love the pic!  The two of you look all tough and mean! 
925166,1,1755219867,Sun May 10 08:34:25 PDT 2009,NO_QUERY,Kellaway_,@velvet_ropes i alphabetized mine  took me bloody ages.
984207,1,1834364889,Mon May 18 02:39:23 PDT 2009,NO_QUERY,MrFlossy,Just gathering my thoughts and having a mixed-berry pie and a smile before doing some urgent work tonight. There ya go...  Look! A smile
923685,1,1754764190,Sun May 10 07:18:53 PDT 2009,NO_QUERY,JeffCutler,"#wwjce goes to the grocery store. Stay tuned for Twitpics from the aisles! Or just go have a happy mothers day, you choose. "
808636,1,1469267266,Tue Apr 07 05:49:23 PDT 2009,NO_QUERY,grace_baynes,@jonreed It's a bank holiday! Join the rest of the nation in B&amp;Q and garden centres 
842460,1,1563680370,Sun Apr 19 23:47:59 PDT 2009,NO_QUERY,angelijew, it's all blue skies
886901,1,1686851201,Sun May 03 06:59:29 PDT 2009,NO_QUERY,simonleung,@FoxxySheist noo~ I don't wanna say goodbye to u! Can I say hi instead? 
1013694,1,1881348812,Fri May 22 04:23:55 PDT 2009,NO_QUERY,laurenceobrien,"@peter_blanchard Lets hope, I have not been one to go too much for quantity "
851220,1,1565760163,Mon Apr 20 07:29:40 PDT 2009,NO_QUERY,IsMiseShauna,my first time on twitter!!! 
878528,1,1685260954,Sat May 02 23:39:44 PDT 2009,NO_QUERY,ritasoutback,@Don_Fuchs Thanks for following me  I like your photos in the best of Outback Tracks magazine. Nothing better than a tour to the Outback.
841837,1,1563555628,Sun Apr 19 23:17:26 PDT 2009,NO_QUERY,stalemate395,"@whitepony143 good to see ya on here, and good choice on the username "
914977,1,1753006820,Sat May 09 23:46:24 PDT 2009,NO_QUERY,Inspirationals,@yesbabyyes Hi Its not about howmany people follow you its about how much you help others 
862198,1,1676847157,Fri May 01 23:25:37 PDT 2009,NO_QUERY,GabezRosales,"@lalalalexi wow, we're the same. ) it's eina's bday on monday. "
950645,1,1824043793,Sat May 16 23:50:41 PDT 2009,NO_QUERY,jeaneentang,@mssillythang Sorry... At least tomorrow you can eat 
900355,1,1694032845,Mon May 04 00:47:01 PDT 2009,NO_QUERY,jennalee,@marlooz Clever girl 
925187,1,1755249278,Sun May 10 08:39:03 PDT 2009,NO_QUERY,dotprompt,Off to see Star Trek   Happy Mother's Day to all 
841132,1,1559973511,Sun Apr 19 12:31:21 PDT 2009,NO_QUERY,trillhustlicist,@dyou just brought me back to reality and put some things in perspective with a simple meal. Love u nana... I'm shit with u and dooda 
906625,1,1695476172,Mon May 04 06:13:55 PDT 2009,NO_QUERY,Hez2408,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then... 
914068,1,1752774341,Sat May 09 22:56:52 PDT 2009,NO_QUERY,jamesbankso,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
916660,1,1753348995,Sun May 10 01:12:16 PDT 2009,NO_QUERY,kricket_rc234,"@alyssa905 Ooh, there you are, haha. Thanks, posted it! "
994927,1,1835626197,Mon May 18 06:24:39 PDT 2009,NO_QUERY,Karinaland,ROFL @jobsearchplanet is following me...ironic much?? 
864963,1,1677379011,Sat May 02 01:46:22 PDT 2009,NO_QUERY,EwaInTheGarden,@citygarden Good morning. I saw nice list of tomatoes you are growing this year  
917019,1,1753416642,Sun May 10 01:31:55 PDT 2009,NO_QUERY,t_schiff,"@TheFuzzyBlueOne me? A doctor? *laughs* oh, no, no, no. I was @dr_crane's patient at Arkham Aslyum, but now I work for him "
867891,1,1677844488,Sat May 02 04:17:28 PDT 2009,NO_QUERY,wyatthaplo,@xMoushiex Im a very easily amused person 
977982,1,1833791295,Mon May 18 00:28:28 PDT 2009,NO_QUERY,ILuvMyiPhone88,@prichmond14 if u want to join im gonna make you a mod for my forum  http://ILuvMyiPhone88.forums-free.com
1005471,1,1880514392,Fri May 22 01:30:56 PDT 2009,NO_QUERY,scrptmnky,http://runpee.com/ -- fucking awesome 
892092,1,1691053676,Sun May 03 16:59:24 PDT 2009,NO_QUERY,Secretagentmike,IM BORED.EATING MAC AND CHEESE. i wish i was back in new york. it was a good place to be today 
901631,1,1694273825,Mon May 04 01:52:23 PDT 2009,NO_QUERY,missdutchie,@Taryll sweet dreams 
927309,1,1759127324,Sun May 10 18:31:23 PDT 2009,NO_QUERY,rbholbrook,@vg_ford @novelwhore Thanks! 
944664,1,1795654245,Thu May 14 08:08:42 PDT 2009,NO_QUERY,philiplarkin,@dduane Hello. Nice to know Ireland has a successful Trek writer  Pleased to 'follow' you - P
938726,1,1793524695,Thu May 14 03:01:33 PDT 2009,NO_QUERY,KnightBrucie,"&quot;Nice to follow you, to follow YOU N... &quot;  "
957818,1,1825558577,Sun May 17 06:07:03 PDT 2009,NO_QUERY,lianacordes,@mileycyrus Pretttyyyyyyyyyyyyy PLEASEeee tweet @MileyCSupporter she is a realllllly nice person who supports U!!! Check her site out!! 
975662,1,1833545594,Sun May 17 23:38:07 PDT 2009,NO_QUERY,weedoutofthepot,"@lalalalexi you didn't know her real name?!!?!?! yes , i'm going. "
845407,1,1564219284,Mon Apr 20 02:23:21 PDT 2009,NO_QUERY,AnthonyAwkward,@chrismusick I agree and I love you too. 
990755,1,1835031770,Mon May 18 04:56:55 PDT 2009,NO_QUERY,kay_photography,@ALEXANDERCLARKE Gutted! I win!! Buy me cake 
920974,1,1754097590,Sun May 10 04:58:03 PDT 2009,NO_QUERY,RealWorldCara,@im_lindseyB yay ur on twitter  twitter is facebook updates on crack but so much more haha. Have a great day 
1009928,1,1880946948,Fri May 22 03:03:47 PDT 2009,NO_QUERY,jlotiki,@Shontelle_Layne the one on your pinky 
836251,1,1558423608,Sun Apr 19 08:19:51 PDT 2009,NO_QUERY,jessicamcgrath,@jennettemccurdy just listen to ur cover version so far away for your brother it was awsome omg i loved it !!! 
824796,1,1556335882,Sat Apr 18 22:27:05 PDT 2009,NO_QUERY,A_sourgirl,"One froggy evening, best cartoon EVER http://bit.ly/41Zut0 "
1035047,1,1956109346,Thu May 28 21:12:21 PDT 2009,NO_QUERY,adam9344,@SunnyBuns  Glad you're excited about the update! It probably will be out around next Monday or Tuesday assuming Apple approves it.
865969,1,1677538507,Sat May 02 02:37:11 PDT 2009,NO_QUERY,NickHines,@jasmyn_e d and his &quot;baby boo's&quot; LOL that's cold LOL.  P.s.  Haven't got a text in a sec 
813861,1,1548911908,Fri Apr 17 22:22:23 PDT 2009,NO_QUERY,mstake007,"@pastorwillymax same here. i still think, personally, that montana would be a great sticks location  that's just me thinking though."
921839,1,1754285024,Sun May 10 05:43:18 PDT 2009,NO_QUERY,keza34,@nuttychris hes just finished so will be here in a minute.lol #twittertakeover.lol 
827102,1,1556795248,Sun Apr 19 00:22:55 PDT 2009,NO_QUERY,ZeldaSeymour,"@marshallsheldon thankies  hm the link on my profile should actually work but here, it should be http://tinyurl.com/cf49ne"
971536,1,1831220103,Sun May 17 18:27:11 PDT 2009,NO_QUERY,ZhenZhen09,"@Rick_Bayless  Beautiful, bet you are going to cook something yummy with them!  "
969655,1,1827969131,Sun May 17 11:49:24 PDT 2009,NO_QUERY,tsuggs721,Chillin with luke 
935882,1,1792866974,Thu May 14 00:31:10 PDT 2009,NO_QUERY,EllyTaylor,@aly_baby YAY 
836313,1,1558449422,Sun Apr 19 08:24:41 PDT 2009,NO_QUERY,davealford,"@latigidphotos Hey Fred, thanks for the watch  are you on deviantart?"
1006057,1,1880572183,Fri May 22 01:43:15 PDT 2009,NO_QUERY,dflite,@princess_louise You need to be made aware of @gsightseeing and http://googlesightseeing.com/ - full of stuff like that 
933903,1,1792192741,Wed May 13 22:24:34 PDT 2009,NO_QUERY,magpyr,Had a good sleep---want to go back to bed though as was very cozy  Still...it's Friday tomorrow 
1006085,1,1880573134,Fri May 22 01:43:28 PDT 2009,NO_QUERY,kittyocean,Only needed to put a thin layer over 1 part of the skin  Will probably continue tonight. Other than that; slept like hell; check my blog
896404,1,1693023530,Sun May 03 21:21:50 PDT 2009,NO_QUERY,cheem,@denicemoments not to worry. Surely at least 1 out of the 5 days la. Can can. Will lock it in my calendar!  Yippee!!
878080,1,1685150697,Sat May 02 23:14:39 PDT 2009,NO_QUERY,nphase,@Pistachio you should go to bed 
916350,1,1753292358,Sun May 10 00:57:00 PDT 2009,NO_QUERY,Hetty4Christ,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l
987523,1,1834671182,Mon May 18 03:48:30 PDT 2009,NO_QUERY,margiepants123,"@IanMacleod81 just stick the the musical fruit and veg then hunni, but oh aye cheese would have been totally delish "
807625,1,1469029189,Tue Apr 07 04:54:31 PDT 2009,NO_QUERY,rhodzy,@eckafatcat hello sexy - give me a right as soon as you can  love you xxxxx
1004604,1,1880431298,Fri May 22 01:13:00 PDT 2009,NO_QUERY,goodinparts,@countryvicar I know  Real Fridays are seriously Good News  Might stay put a bit longer.Have a Phil Rickman on the go &amp; a v cosy cat
840702,1,1559841499,Sun Apr 19 12:11:06 PDT 2009,NO_QUERY,missbircan,@lamborghinibow thanks fo coming live bow we appreciate it   ... much luv from ya girl Ebru :p &lt;3
898533,1,1693630616,Sun May 03 23:11:59 PDT 2009,NO_QUERY,whysoseriouuus,@VincentCavanagh sorry if i was not clear. i am talking about the anathema concert in bucharest 
952775,1,1824524118,Sun May 17 01:45:20 PDT 2009,NO_QUERY,lizziehalfpenny,@Dannymcfly danny you're a ledgend. GO BRUCE. LOL. Keep Tweeting 
1024714,1,1883326052,Fri May 22 08:22:22 PDT 2009,NO_QUERY,lisarex,@Mark_Stringer and @geechee_girl how weird/cool that two people from my two lives should meet on Twitter 
1002577,1,1880225840,Fri May 22 00:30:46 PDT 2009,NO_QUERY,lucypepper,good morning 39 ...thank you girls @sarlitchin @annapickard @marjanholsreis 
903160,1,1694568300,Mon May 04 03:12:41 PDT 2009,NO_QUERY,judyking,@Wolfie_Rankin  I know! a whole different meat pie back then 
951037,1,1824137569,Sun May 17 00:10:51 PDT 2009,NO_QUERY,HarryHopkinson,@BenjaminEck oooo exciting! 
922220,1,1754376946,Sun May 10 06:03:21 PDT 2009,NO_QUERY,92carina,1-0 to United over City.. haha 
824015,1,1556141533,Sat Apr 18 21:47:00 PDT 2009,NO_QUERY,lyssafaceyo,sean is the dummiest. and i had a great saturday 
925234,1,1755250720,Sun May 10 08:39:17 PDT 2009,NO_QUERY,citizensheep,"By the way, many many, many thanks to @catnip &amp; @bounder for saving my bacon this morning "
851273,1,1565762388,Mon Apr 20 07:29:59 PDT 2009,NO_QUERY,simoneicough,"House now rented for a further 2 months, happy days  http://www.3bedroomtownhouse.com, never thought that would happen this year!"
987783,1,1834698919,Mon May 18 03:54:24 PDT 2009,NO_QUERY,radha_,@normaltusker haha! thankfully it happens only on Monday noons for me.. 
983759,1,1834322008,Mon May 18 02:29:29 PDT 2009,NO_QUERY,msnindia,thanks for liking the young netas  @klovely @umeshg @anita_lobo @sidharthdassani @asanjum @aafreen http://tinyurl.com/o36fox
808319,1,1469176594,Tue Apr 07 05:29:52 PDT 2009,NO_QUERY,weegingerbean,"@iheartthatdance I'm in Canada every Sunday for class and feis a lot. I live 2.5 hours from our main studio.. long days, but worth it! "
1025257,1,1883452468,Fri May 22 08:34:27 PDT 2009,NO_QUERY,angeleyes9397,@TexasTmusic i will now 
992607,1,1835273529,Mon May 18 05:35:43 PDT 2009,NO_QUERY,lizziedr,"@sammonti Thanks! I sound like such a Twitter maniac. HAHA. Hi, Saaaam. How you been? "
926960,1,1755841987,Sun May 10 10:09:34 PDT 2009,NO_QUERY,Thegoodbyegirl1,@markH_B thanks bog 
812069,1,1470240294,Tue Apr 07 08:46:00 PDT 2009,NO_QUERY,vasbestkept,@DjRioBlackwood definitely agree! Clothing line? Keep a model posted 
1024634,1,1883305116,Fri May 22 08:20:20 PDT 2009,NO_QUERY,4play2nite,I am not working very hard today! thinking about weekend 
808303,1,1469175917,Tue Apr 07 05:29:43 PDT 2009,NO_QUERY,DustinJMcClure,@SilknPearls they are all sleeping 
816244,1,1551365036,Sat Apr 18 08:51:55 PDT 2009,NO_QUERY,hannahbeth,Struck by this verse - Because of the LORD's great love we are not consumed for his compassions never fail. They are new every morning  
863165,1,1677054280,Sat May 02 00:15:45 PDT 2009,NO_QUERY,ravikapoor,@nadiapr You're welcome 
854858,1,1573460845,Tue Apr 21 01:16:35 PDT 2009,NO_QUERY,Tribolu,I'm sending my registration for postgraduate studies in Geneva. Let's hope my dreams come true 
959563,1,1826069142,Sun May 17 07:37:45 PDT 2009,NO_QUERY,growing_nerves,So excited 
898006,1,1693487207,Sun May 03 22:42:28 PDT 2009,NO_QUERY,christyspanties,"@Ashlynn_Brooke That is fantastic, thank you so much! I hope you say yes  BTW you are so beautiful ."
848899,1,1564934546,Mon Apr 20 05:24:32 PDT 2009,NO_QUERY,shopfundraiser,"It is so exilerating to see that even though times are tough, we are still willing to help those in need "
1020701,1,1882429628,Fri May 22 06:51:27 PDT 2009,NO_QUERY,courtneyprice,@JstKdngButSrsly hey you should follow @scrowder - you'll like his style.  
928641,1,1759655986,Sun May 10 19:41:41 PDT 2009,NO_QUERY,mr_suh,@colormexx lolol i love your tweets too. glad mine entertained 
917950,1,1753569407,Sun May 10 02:17:56 PDT 2009,NO_QUERY,CarlODwyer,"I'm a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement "
811940,1,1470210824,Tue Apr 07 08:40:41 PDT 2009,NO_QUERY,Blink_Amy,I have a new celebrity crush &lt;3 Clark Duke! {He played Lance in Sex Drive}. Now I am watching every episode of Greek just to see him  Hott
862630,1,1676933732,Fri May 01 23:46:14 PDT 2009,NO_QUERY,KittyTaylor55,@westcoastvegas LOL that'd be fun... Since I go everywhere anyways 
1008479,1,1880802762,Fri May 22 02:33:35 PDT 2009,NO_QUERY,MegsEggs,@laubow_ ohhh a picnic in the woods sounds fuuuuun! 
976891,1,1833679087,Mon May 18 00:04:55 PDT 2009,NO_QUERY,sellproducts,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://bit.ly/149tPJ
1038931,1,1956743697,Thu May 28 22:34:48 PDT 2009,NO_QUERY,kendar08,@katiesusette exactly. No one really needs skin on their toes. 
963754,1,1827469113,Sun May 17 10:46:34 PDT 2009,NO_QUERY,m_hardwick,"@stonecypher Zazzle, or go see Y Don in town  x"
884165,1,1686252246,Sun May 03 04:33:21 PDT 2009,NO_QUERY,Amzieebbz,ook im goign to watch hes just not that into you  hope its good
838477,1,1559099636,Sun Apr 19 10:15:26 PDT 2009,NO_QUERY,ak_fred,@zac_in_ak  Yeah a ride around the &quot;hood&quot; will be nice.   I'm prolly gonna go ride at the gym too.
1037865,1,1956588077,Thu May 28 22:12:33 PDT 2009,NO_QUERY,apriljapzon,@alpacafashion hello thank you for following me 
993130,1,1835353161,Mon May 18 05:47:39 PDT 2009,NO_QUERY,BoxxxyBabeee,"@ Boxxxybabeee [ Note to self  ] He loves me? He loves me not? :'[ Sheldon my Baby, love yaaaaa &lt;3"
1001050,1,1880059697,Thu May 21 23:58:37 PDT 2009,NO_QUERY,Halfdeck,@Suthnautr follow my breadcrumbs 
970417,1,1828037448,Sun May 17 11:57:48 PDT 2009,NO_QUERY,MaggieQuin,"Thanks, Guys!!!!  @strawgirl @claena @writingdoc   ?"
827456,1,1556860348,Sun Apr 19 00:42:31 PDT 2009,NO_QUERY,JustinSxE,@suicidalcats That's cool. I've never been there though ._. Oh well. Dream the best dream you've ever dreamt tonight! 
1045851,1,1957595689,Fri May 29 00:59:56 PDT 2009,NO_QUERY,lynn1979,"is happy with the win last night, well done girls "
903132,1,1694567383,Mon May 04 03:12:25 PDT 2009,NO_QUERY,GemmaCocker,@colbyrne totally agree 
975430,1,1833517770,Sun May 17 23:32:35 PDT 2009,NO_QUERY,ra4xeden,"It's a little cold, but it's a beautiful night I'm sitting outside by the pool "
931711,1,1770897221,Mon May 11 22:33:40 PDT 2009,NO_QUERY,karliux05,Goodnight twitters!!  Love ya!
998619,1,1836297882,Mon May 18 07:44:48 PDT 2009,NO_QUERY,pinklady101,good morning everyone in twitterland 
971156,1,1830925415,Sun May 17 17:51:35 PDT 2009,NO_QUERY,Cgarkid,Steelhead scotch porter.... Yummm......I &lt;3 beer 
844954,1,1564138455,Mon Apr 20 01:58:26 PDT 2009,NO_QUERY,kezzibugx3,@Aeralene hey! thanks for following me. i just listened to your music on myspace. What in Sam hill? is my favorite  you guys rock!
1041228,1,1957052185,Thu May 28 23:23:05 PDT 2009,NO_QUERY,s3xcsara,yayyy matt is home for two weeks  he called me and surprised me we might be going away for the weekend next weekend
1036262,1,1956311855,Thu May 28 21:36:42 PDT 2009,NO_QUERY,chefkeifus,"@mirberry82 you're going to comment on the fact that we're playing, but not actually make a play? Your turn "
921620,1,1754241552,Sun May 10 05:33:04 PDT 2009,NO_QUERY,rossome,"@eviejb Nah, been up for about an hour now. "
